"STATE"	"IDCENSUS"	"NAME"	"CONUM"	"ENROLL"	"TOTALREV"	"TFEDREV"	"TSTREV"	"TLOCREV"	"TOTALEXP"	"TCURISAL"	"TCURIBEN"	"PPCSTOT"	"PPSALWG"	"PPEMPBEN"	"PPITOTAL"	"PPISALWG"	"PPIEMBEN"
"661"	"AR"	4507300200000	"BEEBE SCH DIST"	5145	3390	32513	2945	25560	4008	31462	11588	3274	8677	5318	1502	5071	3418	966
"662"	"AR"	4507300300000	"BRADFORD SCH DIST"	5145	480	4949	657	3849	443	5294	1677	478	9588	5648	1608	5413	3494	996
"663"	"AR"	4507300400000	"WHITE CO CENTRAL SCHOOL DIST"	5145	760	7906	827	6045	1034	8675	2580	739	8721	5113	1451	5199	3395	972
"664"	"AR"	4507300600000	"RIVERVIEW SCHOOL DISTRICT"	5145	1385	15157	2395	11390	1372	15237	5239	1508	9727	5981	1734	5686	3783	1089
"665"	"AR"	4507300900000	"PANGBURN SCH DIST"	5145	733	8828	696	6507	1625	9374	2953	829	10838	6427	1817	6177	4029	1131
"666"	"AR"	4.507301e+12	"ROSE BUD SCH DIST 35"	5145	857	9003	815	6756	1432	8690	3166	891	9362	5376	1511	5438	3694	1040
"667"	"AR"	4507301100000	"SEARCY SCH DIST"	5145	4146	41472	3501	31915	6056	36259	14315	3972	8363	5074	1413	4927	3453	958
"669"	"AR"	4507400100000	"AUGUSTA SCH DIST 10"	5147	429	5260	954	3643	663	5388	1673	482	11897	6375	1897	6063	3900	1124
"670"	"AR"	4507400300000	"MCCRORY SCH DIST 12"	5147	623	7590	1141	5561	888	6899	2432	672	9944	5737	1596	5883	3904	1079
"671"	"AR"	4507500300000	"DANVILLE SCH DIST"	5149	889	9398	1437	7360	601	10396	3274	966	10070	5584	1630	5615	3683	1087
"672"	"AR"	4507500400000	"DARDANELLE SCH DIST"	5149	2093	21063	2468	17077	1518	20243	7532	2085	9358	5518	1537	5420	3599	996
"673"	"AR"	4507500600000	"WESTERN YELL COUNTY SCHOOL DIST"	5149	418	4888	747	3670	471	4713	1518	436	10663	5945	1699	5529	3632	1043
"674"	"AR"	4507500700000	"TWO RIVERS SCH DIST 10"	5149	887	9766	1845	7063	858	8910	3227	910	9628	5455	1536	5312	3638	1026
"675"	"CA"	5100100130100	"ALAMEDA CO OFFICE OF ED"	6001	2753	57185	5828	18260	33097	47264	6391	1909	14883	9103	2456	3048	2321	693
"677"	"CA"	5100300330100	"AMADOR CO SPL SCHS OPER BY CO SUPT"	6005	231	12424	1112	5053	6259	12300	4698	1573	50857	32411	10684	30866	20338	6810
"678"	"CA"	5100400430100	"BUTTE CO SPL SCHS OPER BY CO SUPT"	6007	1116	77357	27719	25770	23868	77371	11885	4565	56083	29903	11230	20719	10650	4091
"679"	"CA"	5100500530100	"CALAVERAS CO SPL SCHS OPER BY CO SUPT"	6009	569	15353	1565	11239	2549	14691	3390	1293	23480	13100	4791	10346	5958	2272
"681"	"CA"	5100700730100	"CONTRA COSTA CO SPL SCHS OPER BY CO SUPT"	6013	4192	95832	3344	37330	55158	75862	13813	7123	15519	8365	4025	6882	3295	1699
"683"	"CA"	5100800830100	"DEL NORTE CO SPL SCHS OPER BY CO SUPT"	6015	588	8426	1040	7286	100	7043	2188	644	11138	6711	2160	6009	3721	1095
"684"	"CA"	5100900930100	"EL DORADO CO SPL SCHS OPER BY CO SUPT"	6017	959	145837	25621	99530	20686	145467	13394	4361	52260	32319	10169	21432	13967	4547
"685"	"CA"	5101001030100	"OFFICE OF EDUC SPL SCHS OPER BY CO SUPT"	6019	2253	172682	37200	87861	47621	170747	20611	7280	55340	25094	8452	26809	9148	3231
"686"	"CA"	5101101130100	"GLENN CO SPL SCHS OPER BY CO SUPT"	6021	458	24611	5525	12436	6650	23025	4832	1739	35074	26354	9127	15919	10550	3797
"687"	"CA"	5101201230100	"HUMBOLDT CO SPL SCH OPER BY CO SUPT"	6023	441	46443	6829	24242	15372	45354	7250	3772	70844	35844	18127	29957	16440	8553
"688"	"CA"	5101301330100	"IMPERIAL CO SPL SCHS OPER BY CO SUPT"	6025	585	110621	23277	54513	32831	105420	10042	4445	126815	42455	16115	34923	17166	7598
"689"	"CA"	5101401430100	"INYO CO SPL SCHS OPER BY CO SUPT"	6027	2014	36197	2838	27093	6266	38088	6625	1811	16310	7259	1967	6326	3289	899
"690"	"CA"	5101501530100	"KERN CO SPL SCHS OPER BY CO SUPT"	6029	4468	316980	59831	147367	109782	273243	30318	13499	34963	20331	8981	11182	6786	3021
"691"	"CA"	5101601630100	"KINGS CO SPL SCHS OPER BY CO SUPT"	6031	387	51472	12235	23181	16056	45621	4884	1931	73207	46129	17016	18506	12620	4990
"694"	"CA"	5101901930200	"LOS ANGELES CO OFF OF EDUCATION"	6037	7687	721272	258276	285726	177270	689083	70965	32577	66608	25411	12321	28175	9232	4238
"695"	"CA"	5102002030100	"MADERA CO SPL SCHS OPER BY CO SUPT"	6039	958	55160	11844	26525	16791	49485	11326	4317	37827	22847	8861	17206	11823	4506
"696"	"CA"	5102102130100	"MARIN CO SPECIAL SCHOOLS"	6041	257	59935	8173	6922	44840	55689	7899	2828	126035	71179	23914	50883	30735	11004
"699"	"CA"	5102302330100	"MENDOCINO CO SPL SCHS OPER BY CO SUPT"	6045	93	31882	5423	18929	7530	29414	2711	950	174129	94043	31935	61183	29151	10215
"700"	"CA"	5102402430100	"MERCED CO SPL SCHS OPER BY CO SUPT"	6047	1173	123513	37485	55390	30638	119356	20642	6825	67718	39912	14991	27636	17598	5818
"702"	"CA"	5102602630100	"MONO CO SPECIAL SCHOOLS"	6051	511	11869	1000	6596	4273	10520	1586	570	16237	8454	3176	4679	3104	1115
"703"	"CA"	5102702730100	"MONTEREY CO SPECIAL SCHOOLS"	6053	1943	149637	42124	54800	52713	148412	26154	12598	48300	26267	11957	21564	13461	6484
"704"	"CA"	5102802830100	"NAPA CO SPL SCHS OPER BY CO SUPT"	6055	111	50835	13674	10482	26679	38785	5878	1540	300108	175928	37757	85342	52955	13874
"705"	"CA"	5102902930100	"NEVADA CO SPL SCHS OPER BY CO SUPT"	6057	3520	32854	4183	21874	6797	34402	7228	2228	6638	3559	1078	3810	2053	633
"706"	"CA"	5103003030100	"ORANGE COUNTY DEPARTMENT OF EDUCATION"	6059	5037	287144	36284	68745	182115	258028	49819	18183	35921	21203	8147	14065	9891	3610
"707"	"CA"	5103103130100	"PLACER CO SPL SCHS OPER BY CO SUPT"	6061	673	109111	16083	41743	51285	101421	11124	3760	66028	42418	13450	25025	16529	5587
"709"	"CA"	5103303330100	"RIVERSIDE CO SPL SCHS OPER BY CO SUPT"	6065	8368	315912	67441	117095	131376	305764	62561	25208	29928	15083	5936	12442	7476	3012
"710"	"CA"	5103403430100	"SACRAMENTO CO SPL SCHS OPER BY CO SUPT"	6067	2039	153356	23669	76761	52926	142192	16301	6388	37674	24056	8303	12678	7995	3133
"711"	"CA"	5103503530100	"SAN BENITO CO SPL SCHS OPER BY CO SUPT"	6069	67	17851	1469	9259	7123	16348	2217	862	136761	71418	29746	57657	33090	12866
"712"	"CA"	5103603630100	"SAN BERNARDINO COUNTY OFFICE OF EDUCATION"	6071	2872	406099	69612	231430	105057	393762	44549	21108	76777	40195	16118	30553	15511	7350
"713"	"CA"	5103703730100	"SAN DIEGO CO SPL SCHS OPER BY CO SUPT"	6073	3486	500666	77942	272164	150560	449303	29751	12249	60080	24647	10266	13851	8534	3514
"714"	"CA"	5103903830100	"SAN JOAQUIN CO SPL SCHS"	6077	3585	207717	34837	100612	72268	193557	25323	8837	32783	17035	5870	13974	7064	2465
"716"	"CA"	5104003930100	"SAN LUIS OBISPO CO SPL SCHS OPER BY CO SUPT"	6079	477	53468	8891	16803	27774	43603	5167	2014	52671	30205	11264	18803	10832	4222
"717"	"CA"	5104104030100	"SAN MATEO CO SPL SCHS OPER BY CO SUPT"	6081	308	162475	19003	23079	120393	149675	13391	4977	246110	106844	36110	105263	43477	16159
"718"	"CA"	5104204130100	"SANTA BARBARA CO SPL SCHS OPER BY CO SUPT"	6083	276	82191	8173	36284	37734	63880	12978	5818	185551	115167	52688	79569	47022	21080
"719"	"CA"	5104304230100	"SANTA CLARA CO SPL SCHS OPER BY CO SUPT"	6085	10795	279944	74427	36897	168620	262814	53179	24726	17829	9973	4264	8877	4926	2291
"721"	"CA"	5104404330100	"SANTA CRUZ CO SPL SCHS OPER BY CO SUPT"	6087	1352	56226	7594	28344	20288	60966	8472	4809	26862	14576	8038	10865	6266	3557
"722"	"CA"	5104504430100	"SHASTA CO SPL SCHS OPER BY CO SUPT"	6089	641	62474	12506	34487	15481	60863	6552	2087	48301	27145	9680	16477	10222	3256
"724"	"CA"	5104704630100	"SISKIYOU CO SPECIAL SCHOOLS"	6093	504	23704	5002	14565	4137	20623	4369	1491	33365	19240	6417	13119	8669	2958
"725"	"CA"	5104804730100	"SOLANO CO SPL SCHS OPER BY CO SUPT"	6095	488	64504	12490	31353	20661	64209	11863	3983	98389	50223	16475	51951	24309	8162
"726"	"CA"	5104904830100	"SONOMA CO SPL SCHS"	6097	615	128126	22733	57190	48203	121890	10787	6365	93067	44777	21613	36891	17540	10350
"727"	"CA"	5105004930100	"STANISLAUS CO SPL SCHS OPER BY CO SUPT"	6099	2332	206014	49324	70942	85748	195805	21178	8092	54126	22101	8189	26913	9081	3470
"728"	"CA"	5105105030100	"SUTTER CO SPL SCHS OPER BY CO SUPT"	6101	435	41622	7113	23593	10916	41068	7701	2603	67660	41766	14563	25694	17703	5984
"729"	"CA"	5105205130100	"TEHAMA CO SPECIAL SCHOOLS"	6103	228	28241	4865	14913	8463	25735	5474	1361	85487	50246	13175	37640	24009	5969
"731"	"CA"	5105405330100	"TULARE CO SPL SCHS OPER BY CO SUPT"	6107	2652	217216	58285	118710	40221	215425	32077	15262	47903	28731	14091	22842	12095	5755
"732"	"CA"	5105505430100	"TUOLUMNE COUNTY SELPA"	6109	208	12035	1987	6199	3849	11484	2784	829	51957	31779	9827	21519	13385	3986
"733"	"CA"	5105605530100	"VENTURA CO SPL SCHS OPER BY CO SUPT"	6111	3100	223997	35994	121522	66481	221775	29062	12907	39038	18225	7496	16869	9375	4164
"735"	"CA"	5105705630100	"YOLO COUNTY SPECIAL SCHOOLS OPERATED BY CO SUPT"	6113	519	43918	11527	19846	12545	42058	6635	1943	49102	28518	8360	21788	12784	3744
"736"	"CA"	5105805730100	"YUBA CO SPL SCHS OPER BY CO SUPT"	6115	595	27877	4977	14304	8596	27088	4878	1912	27640	16538	6388	13358	8198	3213
"737"	"CA"	5500100100000	"ALAMEDA UNIFIED SCH DIST"	6001	11101	137319	5903	66879	64537	127572	45517	15090	9816	6171	2040	6243	4100	1359
"738"	"CA"	5500100200000	"ALBANY CITY UNIFIED SCH DIST"	6001	3822	72752	5991	44317	22444	70779	17727	11107	12572	7240	4221	8005	4638	2906
"739"	"CA"	5500100600000	"BERKELEY UNIFIED SCH DIST"	6001	10462	185811	8237	71167	106407	186331	52700	19478	13822	8751	3174	8050	5037	1862
"740"	"CA"	5500100700000	"CASTRO VAL UNIFIED SCH DIST"	6001	9366	136906	11318	93178	32410	129177	39837	12131	10054	6588	1963	6282	4253	1295
"741"	"CA"	5.500101e+12	"EMERY UNI SCH DIST"	6001	698	33028	1714	2151	29163	59359	3465	1830	17951	8160	4226	9089	4964	2622
"742"	"CA"	5500101200000	"HAYWARD UNIFIED SCHOOL DISTRICT"	6001	22846	305511	30476	176894	98141	290029	109675	30601	11373	7547	2091	6862	4801	1339
"744"	"CA"	5500102500000	"NEWARK UNIF SCH DIST"	6001	6013	83360	4596	41455	37309	89053	29078	8930	11555	7222	2433	6888	4836	1485
"745"	"CA"	5500102700000	"OAKLAND UNIF SCH DIST"	6001	49098	688124	65125	363217	259782	676808	165052	82430	11031	5901	2897	6244	3362	1679
"746"	"CA"	5500102900000	"PIEDMONT CITY UNIF SCH DIST"	6001	2708	51610	1206	17560	32844	46681	16198	7305	15979	8842	3880	10050	5982	2698
"747"	"CA"	5.500103e+12	"PLEASANTON UNIFIED SCH DIST"	6001	14754	187689	8230	97611	81848	174535	71433	19126	10497	6819	2033	6903	4842	1296
"748"	"CA"	5500103300000	"SAN LEANDRO UNI SCH DIST"	6001	8560	117442	7691	66406	43345	115280	41707	12052	11122	7095	2090	6973	4872	1408
"749"	"CA"	5500103400000	"SAN LORENZO UNIFIED SCHOOL DIST"	6001	11965	143384	9045	94466	39873	132589	48234	17118	10114	6213	2294	6109	4031	1431
"750"	"CA"	5500103500000	"SUNOL GLEN ELEM SCH DIST"	6001	281	3613	60	1341	2212	3401	1198	301	11423	6804	1879	6569	4263	1071
"754"	"CA"	5500140100000	"DUBLIN UNIF SCH DISTRICT"	6001	9965	124319	1961	51634	70724	121044	46720	12535	10140	6672	1842	6358	4688	1258
"755"	"CA"	5500170200000	"FREMONT UNIF SCHOOL DIST"	6001	34852	424426	17767	231148	175511	463644	173457	37397	9736	6949	1576	6542	4977	1073
"756"	"CA"	5500170300000	"NEW HAVEN UNIFIED SCHOOL DIST"	6001	12171	164087	15634	90427	58026	146567	56486	17826	10672	6771	2438	6611	4641	1465
"757"	"CA"	5500170500000	"LIVERMORE VALLEY JT UNIFIED SCH DIST"	6001	14052	153807	6271	73820	73716	141566	53610	22134	9367	5591	2313	5796	3815	1575
"758"	"CA"	5500200100000	"ALPINE CO UNIF SCH DIST"	6003	80	3098	567	921	1610	2832	668	251	34250	18763	7238	13725	8350	3138
"759"	"CA"	5500300800000	"AMADOR CO UNIF SCH DIST"	6005	3829	40459	1895	14153	24411	37750	11693	4736	8458	4792	1948	4736	3054	1237
"760"	"CA"	5500400300000	"BANGOR UNION ELEMENTARY SCH DIST"	6007	111	1506	131	1031	344	1357	484	168	11459	6811	2270	6468	4360	1514
"761"	"CA"	5500400800000	"BIGGS UNIFIED SCH DIST"	6007	602	8125	597	4434	3094	7262	2476	1089	11304	6312	2606	6643	4113	1809
"762"	"CA"	5500401600000	"DURHAM UNIFIED SCH DIST"	6007	983	11758	512	6814	4432	10871	3920	1833	10021	5810	2713	6270	3988	1865
"763"	"CA"	5500401700000	"FEATHER FALLS UNION ELEM SCH DIST"	6007	65	497	71	231	195	455	116	53	6785	3569	1585	3354	1785	815
"764"	"CA"	5500402400000	"MANZANITA ELEM SCH DIST"	6007	276	3155	207	2414	534	2754	1124	409	9496	5638	2098	6156	4072	1482
"765"	"CA"	5500402800000	"OROVILLE CITY ELEM SCH DIST"	6007	2654	30840	3005	20884	6951	28224	10936	4108	10109	5988	2301	6125	4121	1548
"766"	"CA"	5500402900000	"OROVILLE UNION HIGH SCHOOL DIST"	6007	2227	33113	2332	19374	11407	29962	8730	4622	11537	6423	3371	6790	3920	2075
"767"	"CA"	5.500403e+12	"PALERMO UNION ELEM SCH DIST"	6007	1233	16117	1453	12771	1893	14814	5579	2409	11623	6740	2973	7125	4525	1954
"768"	"CA"	5500403100000	"PARADISE UNIFIED SCHOOL DISTRICT"	6007	4289	45044	3383	27593	14068	41685	15925	7149	9378	5453	2418	6023	3713	1667
"769"	"CA"	5500403500000	"THERMALITO UNION ELEM SCH DIST"	6007	1445	20255	3690	14545	2020	17978	6339	2264	12023	6879	2558	6812	4387	1567
"770"	"CA"	5500430100000	"GRIDLEY UNIFIED SCHOOL DISTRICT"	6007	2068	24958	1693	17805	5460	22953	8753	3256	10377	6136	2309	6546	4233	1574
"771"	"CA"	5500470100000	"CHICO UNIF SCHOOL DIST"	6007	13849	166418	11900	90504	64014	157166	50535	25127	9462	5294	2680	5967	3649	1814
"772"	"CA"	5500470200000	"GOLDEN FEATHER UNION SCHOOL DISTRICT"	6007	180	2693	120	1479	1094	1610	519	241	8556	4722	2250	4844	2883	1339
"773"	"CA"	5500480200000	"PIONEER UNION ELEM SCHOOL DIST"	6007	57	1086	141	406	539	1115	280	98	18754	10263	3614	8386	4912	1719
"774"	"CA"	5500500100000	"BRET HARTE UNION HIGH SCH DIST"	6009	716	12368	361	1757	10250	11677	4046	1448	14881	8730	3349	8222	5651	2022
"775"	"CA"	5500500200000	"CALAVERAS UNI SCH DIST"	6009	2996	36407	1877	14163	20367	34988	11002	5352	9840	5768	2825	5884	3672	1786
"776"	"CA"	5500500400000	"MARK TWAIN UNION ELEM SCHOOL DIST"	6009	804	8921	525	3977	4419	7788	2698	1069	8886	5039	2111	5100	3356	1330
"777"	"CA"	5500500500000	"VALLECITO UNION ELEM SCH DIST"	6009	564	8895	569	1785	6541	8096	2632	1082	13371	7167	3181	7438	4667	1918
"778"	"CA"	5500600300000	"COLUSA UNIFIED SCH DIST"	6011	1462	17206	1139	11877	4190	18363	6060	2386	10180	6006	2360	6501	4145	1632
"779"	"CA"	5500600800000	"MAXWELL UNIF SCH DIST"	6011	329	4664	306	2864	1494	4413	1576	610	13018	7143	2638	7723	4790	1854
"780"	"CA"	5500601400000	"WILLIAMS UNIFIED SCH DIST"	6011	1345	16265	982	11582	3701	14564	5555	2049	10097	5961	2190	6229	4130	1523
"781"	"CA"	5500670100000	"PIERCE J. T. UNIFIED SCHOOL DIST"	6011	1486	17756	910	11778	5068	15294	5465	2086	9581	5433	2079	5879	3678	1404
"782"	"CA"	5500700100000	"ACALANES UNION HIGH SCHOOL DIST"	6013	5546	88189	1511	14268	72410	87370	27247	10963	13157	7497	3504	7641	4913	1977
"783"	"CA"	5500700400000	"ANTIOCH UNIFIED SCH DIST"	6013	17874	212392	13756	142162	56474	213482	72522	30977	10671	6123	2596	6862	4057	1733
"784"	"CA"	5500700500000	"BRENTWOOD SCHOOL DISTRICT"	6013	8738	92184	4000	58019	30165	87261	39489	13640	9615	5923	2073	6633	4519	1561
"785"	"CA"	5500700700000	"BYRON UNION ELEM SCH DIST"	6013	2198	18840	882	9913	8045	19640	6741	2492	7513	4583	1683	4463	3067	1134
"786"	"CA"	5500700800000	"CANYON ELEM SCH DIST"	6013	70	895	39	678	178	860	248	170	11800	5957	3657	6729	3543	2429
"787"	"CA"	5500701200000	"JOHN SWETT UNIFIED SCH DIST"	6013	1754	22559	1616	9878	11065	20777	7344	3426	11041	5835	2964	6820	4187	1953
"788"	"CA"	5500701300000	"KNIGHTSEN ELEM SCH DIST"	6013	534	9022	304	3218	5500	9242	2190	666	10313	5820	1779	6301	4101	1247
"789"	"CA"	5500701400000	"LAFAYETTE ELEM SCH DIST"	6013	3576	42131	820	13805	27506	42477	18036	7440	11483	6666	2734	8130	5044	2081
"790"	"CA"	5500701500000	"LIBERTY UNION HIGH SCHOOL DIST"	6013	8185	97372	3080	52607	41685	91771	30897	13147	9910	5574	2428	6000	3775	1606
"791"	"CA"	5500701700000	"MARTINEZ UNIFIED SCHOOL DISTRICT"	6013	4199	50520	2147	21704	26669	55048	17566	8106	10191	6361	2763	6635	4183	1930
"792"	"CA"	5500701800000	"MORAGA SCHOOL DISTRICT"	6013	1886	24403	404	7811	16188	23002	8839	3821	11377	6891	2759	7621	4687	2026
"793"	"CA"	5500701900000	"MT DIABLO UNIFIED SCHOOL DISTRICT"	6013	32005	422487	30027	211814	180646	381568	126660	52309	10564	6121	2618	6674	3958	1634
"794"	"CA"	5.500702e+12	"OAKLEY UNION ELEMENTARY SCHOOL DISTRICT"	6013	5008	54747	2542	31993	20212	53230	20700	7533	9570	6119	2190	6092	4133	1504
"795"	"CA"	5500702100000	"ORINDA UNION ELEMENTARY SCHOOL DISTRICT"	6013	2537	33854	494	10738	22622	34700	13114	4839	11720	7419	2724	7948	5169	1907
"796"	"CA"	5500702300000	"PITTSBURG UNIFIED SCHOOL DISTRICT"	6013	11076	158914	10922	108604	39388	143662	44963	17571	10760	6386	2626	6508	4059	1586
"797"	"CA"	5500702500000	"WEST CONTRA COSTA UNIFIED SCHOOL DISTRICT"	6013	30973	467554	36440	243810	187304	471241	108198	48467	10748	5759	2639	5873	3493	1565
"798"	"CA"	5.500703e+12	"SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT"	6013	32255	377508	6856	150229	220423	389923	134829	55123	9984	6107	2542	6451	4180	1709
"799"	"CA"	5500703400000	"WALNUT CREEK ELEM SCHOOL DISTRICT"	6013	3613	40114	1138	10312	28664	37971	16381	5462	9959	6332	2020	6695	4534	1512
"800"	"CA"	5500800200000	"DEL NORTE CO UNIF SCH DIST"	6015	3572	46079	6234	27473	12372	43730	15598	6164	11492	6645	2709	6871	4367	1726
"801"	"CA"	5500900100000	"BUCKEYE UNION SCH DIST"	6017	5218	53789	1416	31317	21056	49552	18299	7494	8308	5053	2048	5490	3507	1436
"802"	"CA"	5500900300000	"GOLD TRAIL UNION ELEM SCH DIST"	6017	634	6516	285	3851	2380	6316	2506	995	9607	5669	2213	6297	3953	1569
"803"	"CA"	5500900400000	"CAMINO UNION ELEM"	6017	512	5878	335	3582	1961	5373	2230	753	9906	5906	2020	6402	4355	1471
"804"	"CA"	5500900500000	"EL DORADO UN HIGH SCHOOL DIST"	6017	6688	83333	2226	39302	41805	79225	26397	10327	10804	6576	2451	6121	3947	1544
"805"	"CA"	5500900900000	"BLACK OAK MINE UNIF SCH DIST"	6017	1317	15345	882	7045	7418	15581	5006	2171	10643	6232	2708	6070	3801	1648
"806"	"CA"	5500901100000	"GOLD OAK UN ELEM SCH DIST"	6017	479	5378	255	3012	2111	4839	1573	778	9489	4883	2361	5566	3284	1624
"808"	"CA"	5500901400000	"LAKE TAHOE UNI SCH DIST"	6017	3996	50106	3024	23700	23382	46959	17809	6734	10706	6524	2542	6832	4457	1685
"809"	"CA"	5500901500000	"LATROBE ELEM SCH DIST"	6017	136	2580	53	348	2179	2521	646	210	13272	7368	2456	7449	4750	1544
"810"	"CA"	5500901700000	"MOTHER LODE UNION ELEM SCH DT"	6017	1063	11889	773	6688	4428	10848	3881	1891	9947	5398	2611	6151	3651	1779
"811"	"CA"	5500901800000	"PIONEER UNION SCH DIST"	6017	304	3869	232	1646	1991	3570	1196	408	11461	6947	2286	5595	3934	1342
"812"	"CA"	5500902100000	"PLACERVILLE UNION ELEM SCH DT"	6017	1277	14340	1026	8412	4902	13813	4871	1765	9483	5812	2119	5648	3814	1382
"813"	"CA"	5500902300000	"POLLOCK PINES ELEM SCH DIST"	6017	697	8214	540	4620	3054	8402	2797	1046	10858	6534	2405	6204	4013	1501
"814"	"CA"	5500902400000	"RESCUE ELEMENTARY SCHOOL DISTRICT"	6017	3672	38034	1099	21541	15394	37533	14797	5109	9147	5913	2015	5967	4030	1391
"817"	"CA"	5501000200000	"ALVINA ELEM SCH DIST"	6019	183	2143	120	1752	271	1977	646	188	10749	5317	1601	5929	3530	1027
"818"	"CA"	5501000700000	"BIG CREEK ELEM SCH DIST"	6019	59	1505	171	385	949	1502	354	148	19847	11068	4322	9475	6000	2508
"819"	"CA"	5501001200000	"BURREL UNION ELEM SCH DIST"	6019	120	1953	224	1235	494	1753	483	213	12833	6300	2783	6875	4025	1775
"820"	"CA"	5501001900000	"CHAWANAKEE JOINT UNIFIED SCHOOL DISTRICT"	6039	1075	14506	695	8042	5769	13126	3741	1404	11140	5652	2080	5375	3480	1306
"821"	"CA"	5.501002e+12	"CLAY JOINT ELEM SCH DIST"	6019	236	2427	102	2001	324	2097	848	342	8725	5110	2038	5432	3593	1449
"822"	"CA"	5501002100000	"CLOVIS UNIFIED SCHOOL DISTRICT"	6019	41883	525037	26765	349760	148512	535562	163140	68966	9969	6013	2698	6018	3895	1647
"823"	"CA"	5501003200000	"FIREBAUGH-LAS DELTAS UNIFIED SCHOOL DIST"	6019	2266	33219	3631	22963	6625	30781	9105	3738	12392	6959	2968	6653	4018	1650
"824"	"CA"	5501003600000	"FOWLER UNIFIED SCH DIST"	6019	2531	33614	2803	21571	9240	31003	10285	4707	10747	5833	2649	6826	4064	1860
"825"	"CA"	5501003900000	"FRESNO UNIFIED SCH DIST"	6019	73460	998861	120771	754367	123723	976267	314001	149273	12296	6702	3263	7236	4274	2032
"826"	"CA"	5501005100000	"KERMAN UNIF SCH DIST"	6019	5064	64911	5370	49984	9557	57993	17803	7007	9896	5408	2253	5676	3516	1384
"827"	"CA"	5501005300000	"KINGSBURG JOINT UNION ELEMENTARY SCHOOL DISTRICT"	6019	2252	25188	1950	18501	4737	25901	7599	2841	9920	5504	2377	5370	3374	1262
"828"	"CA"	5501005400000	"KINGSBURG JT UN HIGH SCHOOL DIST"	6019	1186	16383	912	9275	6196	17273	5246	2183	11496	6278	2757	6834	4423	1841
"829"	"CA"	5501005700000	"LATON JT UNIF SCHOOL DISTRICT"	6019	701	9880	826	7424	1630	9017	2870	1236	12459	5839	2531	6984	4094	1763
"830"	"CA"	5501006300000	"MENDOTA UNIFIED SCHOOL DIST"	6019	3215	44834	5172	32736	6926	37178	11241	5689	10788	5402	2635	6096	3496	1770
"831"	"CA"	5501006500000	"MONROE ELEM SCH DIST"	6019	172	2475	351	1916	208	2318	761	335	12878	6297	3064	7105	4424	1948
"832"	"CA"	5501006900000	"ORANGE CENTER SCHOOL DISTRICT"	6019	963	4415	565	2967	883	4267	1288	595	4217	2020	1031	2300	1337	618
"833"	"CA"	5501007200000	"PARLIER UNIFIED SCH DIST"	6019	3381	46432	5467	36863	4102	49093	11892	6325	13266	6301	3411	6808	3517	1871
"834"	"CA"	5501007500000	"PINE RIDGE ELEM SCH DIST"	6019	85	2519	69	541	1909	2715	734	351	25976	13341	7059	13682	8635	4129
"835"	"CA"	5501007600000	"RAISIN CITY ELEM SCH DIST"	6019	891	12470	711	10887	872	11159	3131	1381	12163	5219	2163	6094	3514	1550
"836"	"CA"	5501007800000	"KINGS CANYON UNIFIED SCHOOL DIST"	6019	9717	138911	13456	104673	20782	134747	36735	15451	11310	6228	2656	6281	3780	1590
"837"	"CA"	5501008200000	"SANGER UNIF SCH DIST"	6019	11438	152207	12657	109706	29844	161119	43074	16767	10626	6068	2374	6070	3766	1466
"838"	"CA"	5501008600000	"SELMA UNIFIED SCH DIST"	6019	6541	84170	9130	64514	10526	79139	28966	11972	11524	6747	2816	6966	4428	1830
"839"	"CA"	5501008900000	"SIERRA UNIFIED SCHOOL DISTRICT"	6019	1311	17838	1366	7219	9253	15495	5835	2015	11402	7140	2553	6482	4451	1537
"840"	"CA"	5501009700000	"GOLDEN PLAINS UNIFIED SCH DIST"	6019	1778	27933	3065	18768	6100	25880	6675	3100	12107	5958	3038	6322	3754	1744
"841"	"CA"	5.50101e+12	"WASHINGTON COLONY ELEM SCHOOL DIST"	6019	425	5401	604	4193	604	4676	1671	718	10786	5475	2388	6722	3932	1689
"842"	"CA"	5501010100000	"WASHINGTON UNIFIED SCHOOL DISTRICT"	6019	3045	38607	3974	28616	6017	37499	11165	6038	11279	5827	3099	6294	3667	1983
"843"	"CA"	5501010200000	"WEST PARK ELEM SCH DIST"	6019	627	8062	636	6881	545	7408	2204	883	11748	5788	2466	6539	3515	1408
"844"	"CA"	5501010300000	"WESTSIDE ELEM SCH DIST"	6019	964	13084	478	11262	1344	11492	3091	1364	11556	5108	2189	5398	3206	1415
"847"	"CA"	5501030100000	"RIVERDALE JOINT UNIFIED SCHOOL DISTRICT"	6019	1610	22094	1636	14552	5906	23386	6356	2823	11112	5765	2691	6448	3948	1753
"849"	"CA"	5501030300000	"CARUTHERS UNIFIED SCHOOL DISTRICT"	6019	1424	20401	2015	14320	4066	22828	5868	2486	12218	6085	2731	6689	4121	1746
"853"	"CA"	5501050100000	"PACIFIC ELEM SCH DIST"	6023	579	4866	608	3690	568	4361	1370	589	7320	3511	1679	3940	2366	1017
